"Tissue","OG","n_pairs","Pairs","gene_name","name_source"
"Brain","OG_0015081",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","SNCB","taeGut_geneID"
"Brain","OG_0015083",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","GJA1","taeGut_geneID"
"Brain","OG_0015085",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","ADCYAP1","taeGut_geneID"
"Brain","OG_0015086",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","VIP","taeGut_geneID"
"Brain","OG_0015089",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","FAM131A","taeGut_geneID"
"Brain","OG_0015096",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","NSG1","taeGut_geneID"
"Brain","OG_0015098",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","ZFP36L2","taeGut_geneID"
"Brain","OG_0015099",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","ZFP36L1","taeGut_geneID"
"Brain","OG_0015103",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","FASTKD2","taeGut_geneID"
"Brain","OG_0015139",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","DOLK","taeGut_geneID"
"Brain","OG_0015183",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","OC4L","parsed_from_gene_id"
"Brain","OG_0015185",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","SQLE","taeGut_geneID"
"Brain","OG_0015186",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","BBS7","taeGut_geneID"
"Brain","OG_0015269",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","FAM43A","taeGut_geneID"
"Brain","OG_0015270",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","FAM43B","parsed_from_gene_id"
"Brain","OG_0015299",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","SH2D5","taeGut_geneID"
"Brain","OG_0015336",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","CYP19A1","taeGut_geneID"
"Brain","OG_0015383",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","SF3A1","taeGut_geneID"
"Brain","OG_0015457",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","INSYN2B","taeGut_geneID"
"Brain","OG_0015464",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","EDA2R","taeGut_geneID"
"Brain","OG_0015479",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","GPR26","taeGut_geneID"
"Brain","OG_0015508",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","BAG3","taeGut_geneID"
"Brain","OG_0015511",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","MRPS35","taeGut_geneID"
"Brain","OG_0015512",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","TBRG4","taeGut_geneID"
"Brain","OG_0015573",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","PSMD12","taeGut_geneID"
"Brain","OG_0015585",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","CLN8","taeGut_geneID"
"Brain","OG_0015705",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","CD81","taeGut_geneID"
"Brain","OG_0015722",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","FMOD","taeGut_geneID"
"Brain","OG_0015746",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","RRAD","taeGut_geneID"
"Brain","OG_0015800",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","ORMDL1","parsed_from_gene_id"
"Brain","OG_0015819",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","GLT8D1","taeGut_geneID"
"Brain","OG_0015860",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","NDUFS6","taeGut_geneID"
"Brain","OG_0015876",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","PRR7","taeGut_geneID"
"Brain","OG_0015910",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","MSANTD4","taeGut_geneID"
"Brain","OG_0015916",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","JAM3","taeGut_geneID"
"Brain","OG_0015944",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","FBXO22","taeGut_geneID"
"Brain","OG_0015958",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","AMFR","taeGut_geneID"
"Brain","OG_0015970",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","SMS","taeGut_geneID"
"Brain","OG_0015989",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","NOB1","taeGut_geneID"
"Brain","OG_0015991",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","GGPS1","taeGut_geneID"
"Brain","OG_0016019",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","EEF2","taeGut_geneID"
"Brain","OG_0016052",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","FAM174A","taeGut_geneID"
"Brain","OG_0016093",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","SERTM1","parsed_from_gene_id"
"Brain","OG_0016130",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","TAF5L","taeGut_geneID"
"Brain","OG_0016162",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","CWC27","taeGut_geneID"
"Brain","OG_0016180",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","VPS51","taeGut_geneID"
"Brain","OG_0016250",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","TMEM200C","taeGut_geneID"
"Brain","OG_0016264",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","BDNF","taeGut_geneID"
"Brain","OG_0016282",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","NPY2R","taeGut_geneID"
"Brain","OG_0016302",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","ANGPTL1","taeGut_geneID"
"Brain","OG_0016366",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","RHBDD1","taeGut_geneID"
"Brain","OG_0016391",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","TTL","taeGut_geneID"
"Brain","OG_0016398",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","SNX12","taeGut_geneID"
"Brain","OG_0016407",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","LSS","taeGut_geneID"
"Brain","OG_0016452",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","MAP4","galGal_geneID"
"Brain","OG_0016469",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","LOC100225224","taeGut_geneID"
"Brain","OG_0016550",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","GPX1","taeGut_geneID"
"Brain","OG_0016563",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","UGCG","taeGut_geneID"
"Brain","OG_0016587",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","CHAC1","taeGut_geneID"
"Brain","OG_0016635",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","ZGPAT","taeGut_geneID"
"Brain","OG_0016738",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","LOC115490548","taeGut_geneID"
"Brain","OG_0016746",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","FIBCD1","taeGut_geneID"
"Brain","OG_0016813",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","PRXL2C","taeGut_geneID"
"Brain","OG_0016833",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","GLUD1","taeGut_geneID"
"Brain","OG_0016837",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","LCMT1","taeGut_geneID"
"Brain","OG_0016840",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","HARBI1","taeGut_geneID"
"Brain","OG_0016897",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","RAB11A","taeGut_geneID"
"Brain","OG_0016909",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","LOC115498199","taeGut_geneID"
"Brain","OG_0016918",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","BHLHE23","taeGut_geneID"
"Brain","OG_0016926",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","GADD45A","taeGut_geneID"
"Brain","OG_0016947",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LOC101233925","taeGut_geneID"
"Brain","OG_0016988",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","AAGAB","taeGut_geneID"
"Brain","OG_0017001",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","UBA5","taeGut_geneID"
"Brain","OG_0017002",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","ALG2","taeGut_geneID"
"Brain","OG_0017076",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","stringtie_mRNA_41131","parsed_from_gene_id"
"Brain","OG_0017097",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","MTCL1","parsed_from_gene_id"
"Brain","OG_0017247",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","HTR6","taeGut_geneID"
"Brain","OG_0017249",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","ASPHD2","taeGut_geneID"
"Brain","OG_0017254",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","NCDN","taeGut_geneID"
"Brain","OG_0017335",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","PRUNE1","taeGut_geneID"
"Brain","OG_0017416",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","PLTP","taeGut_geneID"
"Brain","OG_0017420",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","CEP15","taeGut_geneID"
"Brain","OG_0017460",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","C1H21orf91","taeGut_geneID"
"Brain","OG_0017468",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","NRN1","taeGut_geneID"
"Brain","OG_0017481",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","TMEM179","taeGut_geneID"
"Brain","OG_0017514",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","GTF2E2","taeGut_geneID"
"Brain","OG_0017547",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","EXOC8","taeGut_geneID"
"Brain","OG_0017556",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","PES1","taeGut_geneID"
"Brain","OG_0017561",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","CFAP298","taeGut_geneID"
"Brain","OG_0017590",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","TAF11","taeGut_geneID"
"Brain","OG_0017593",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","FAM151B","taeGut_geneID"
"Brain","OG_0017603",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","TMEM43","taeGut_geneID"
"Brain","OG_0017742",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","CRHBP","taeGut_geneID"
"Brain","OG_0017783",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","EMG1","taeGut_geneID"
"Brain","OG_0017790",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","ACOT13","taeGut_geneID"
"Brain","OG_0017804",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","PSMG4","taeGut_geneID"
"Brain","OG_0017806",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","EMC6","taeGut_geneID"
"Brain","OG_0017808",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","RWDD1","taeGut_geneID"
"Brain","OG_0017928",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","stringtie_mRNA_48175","parsed_from_gene_id"
"Brain","OG_0018000",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","PLD6","taeGut_geneID"
"Brain","OG_0018046",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","TMUB2","taeGut_geneID"
"Brain","OG_0018047",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","CLEC3B","taeGut_geneID"
"Brain","OG_0018051",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","E2F1","taeGut_geneID"
"Brain","OG_0018092",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","RASL10B","taeGut_geneID"
"Brain","OG_0018098",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","NOPCHAP1","taeGut_geneID"
"Brain","OG_0018102",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","MRPL17","taeGut_geneID"
"Brain","OG_0018107",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","C1QBP","galGal_geneID"
"Brain","OG_0018115",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","EAPP","taeGut_geneID"
"Brain","OG_0018125",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","PSMB3","taeGut_geneID"
"Brain","OG_0018127",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","RPL36A","galGal_geneID"
"Brain","OG_0018146",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","RPL5","taeGut_geneID"
"Brain","OG_0018159",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","ARG2","taeGut_geneID"
"Brain","OG_0018287",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","stringtie_mRNA_46863","parsed_from_gene_id"
"Brain","OG_0018332",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","CD40","taeGut_geneID"
"Brain","OG_0018362",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","FEZF2","taeGut_geneID"
"Brain","OG_0018371",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","TRIM8","taeGut_geneID"
"Brain","OG_0018406",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","POMK","taeGut_geneID"
"Brain","OG_0018448",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","PSMD6","taeGut_geneID"
"Brain","OG_0018459",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","CHCHD2","taeGut_geneID"
"Brain","OG_0018574",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","OMG","taeGut_geneID"
"Brain","OG_0018615",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","KIAA1191","taeGut_geneID"
"Brain","OG_0018622",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","MYOC","taeGut_geneID"
"Brain","OG_0018661",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","RAB11FIP2","taeGut_geneID"
"Brain","OG_0018669",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","MRPL37","taeGut_geneID"
"Brain","OG_0018683",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","RDM1","galGal_geneID"
"Brain","OG_0018710",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","ATP6V0C","taeGut_geneID"
"Brain","OG_0018711",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","ATP6V0B","taeGut_geneID"
"Brain","OG_0018714",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","MRPL15","taeGut_geneID"
"Brain","OG_0018728",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","STRAP","taeGut_geneID"
"Brain","OG_0018738",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","C7H2orf69","taeGut_geneID"
"Brain","OG_0018745",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","ERG28","taeGut_geneID"
"Brain","OG_0018838",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","SAYSD1","taeGut_geneID"
"Brain","OG_0018843",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LGALSL","taeGut_geneID"
"Brain","OG_0018918",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","NDUFB9","taeGut_geneID"
"Brain","OG_0018921",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","C5H11orf58","taeGut_geneID"
"Brain","OG_0018922",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","NDUFAF4","taeGut_geneID"
"Brain","OG_0018935",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","PSMF1","taeGut_geneID"
"Brain","OG_0018951",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","EMC4","taeGut_geneID"
"Brain","OG_0018971",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","EPDR1","taeGut_geneID"
"Brain","OG_0018979",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","NANP","taeGut_geneID"
"Brain","OG_0019223",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","TNIP2","taeGut_geneID"
"Brain","OG_0019236",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","AQP11","galGal_geneID"
"Brain","OG_0019246",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","CDC25A","taeGut_geneID"
"Brain","OG_0019261",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","CFAP410","taeGut_geneID"
"Brain","OG_0019269",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","C1QL1","taeGut_geneID"
"Brain","OG_0019286",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","MRPS5","taeGut_geneID"
"Brain","OG_0019301",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","FAM204A","taeGut_geneID"
"Brain","OG_0019316",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","SRP68","taeGut_geneID"
"Brain","OG_0019321",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","COQ2","taeGut_geneID"
"Brain","OG_0019327",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","MRPL3","taeGut_geneID"
"Brain","OG_0019332",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","RPN1","taeGut_geneID"
"Brain","OG_0019337",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","VPS36","taeGut_geneID"
"Brain","OG_0019361",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","PGF","parsed_from_gene_id"
"Brain","OG_0019487",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","FAM185A","taeGut_geneID"
"Brain","OG_0019551",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","DDOST","taeGut_geneID"
"Brain","OG_0019555",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","PEX10","taeGut_geneID"
"Brain","OG_0019559",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","OVCA2","taeGut_geneID"
"Brain","OG_0019567",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","IK","taeGut_geneID"
"Brain","OG_0019686",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","TRIL","taeGut_geneID"
"Brain","OG_0019739",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","MMACHC","taeGut_geneID"
"Brain","OG_0019762",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","KDELR2","taeGut_geneID"
"Brain","OG_0019767",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","ARPC5","galGal_geneID"
"Brain","OG_0019923",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","LOC101749540","galGal_geneID"
"Brain","OG_0019936",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","CD276","taeGut_geneID"
"Brain","OG_0019976",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LOC100224449","taeGut_geneID"
"Brain","OG_0019983",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","PGRMC1","taeGut_geneID"
"Brain","OG_0019995",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","LRRC42","taeGut_geneID"
"Brain","OG_0020003",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","PHAX","taeGut_geneID"
"Brain","OG_0020012",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","UBOX5","taeGut_geneID"
"Brain","OG_0020013",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","SLC7A6OS","taeGut_geneID"
"Brain","OG_0020022",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","METTL21A","galGal_geneID"
"Brain","OG_0020372",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","YIPF3","taeGut_geneID"
"Brain","OG_0020410",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","AK6","taeGut_geneID"
"Brain","OG_0020500",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","C13H5orf15","taeGut_geneID"
"Brain","OG_0020519",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","TXNDC15","taeGut_geneID"
"Brain","OG_0020534",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","DLK1","taeGut_geneID"
"Brain","OG_0020540",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","PRR16","taeGut_geneID"
"Brain","OG_0020571",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LOC116808484","taeGut_geneID"
"Brain","OG_0020640",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","RPL24","taeGut_geneID"
"Brain","OG_0020645",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","QDPR","taeGut_geneID"
"Brain","OG_0020667",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","MRPL46","taeGut_geneID"
"Brain","OG_0020719",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","stringtie_mRNA_51750","parsed_from_gene_id"
"Brain","OG_0020802",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","DUSP15","taeGut_geneID"
"Brain","OG_0020803",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","C1H11orf87","taeGut_geneID"
"Brain","OG_0020828",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","NMU","taeGut_geneID"
